-1.561544689152667420e+00 4.400020665916125395e+00 3.285294849030907738e+00 -2.132746368405166404e+00 -3.676140703764961160e+00 2.156310437640368338e+00 1.185181297365937247e+00 7.463558231561563672e-02 -1.570050335969722211e+00 2.519245395879869509e+00 = 8.397000000000000000e+03 @ -4.998622888555958263e-12
-1.561544720398627684e+00 4.400020670538195233e+00 3.285294825461408053e+00 -2.132746405939510925e+00 -3.676140690418872481e+00 2.156310350786469154e+00 1.185181316733270096e+00 7.463559021912638536e-02 -1.570050351115163112e+00 2.519245366738604996e+00 = 8.397000000000000000e+03 @ -3.114455600197154464e-12
-1.561544764956475317e+00 4.400020624510875500e+00 3.285294847980108734e+00 -2.132746389874110360e+00 -3.676140705788565111e+00 2.156310391500477763e+00 1.185181312168289702e+00 7.463561762729076232e-02 -1.570050278404199418e+00 2.519245445784050297e+00 = 8.397000000000000000e+03 @ -3.114452726545226578e-12
-1.561544777341418389e+00 4.400020674494544259e+00 3.285294840407832151e+00 -2.132746368751391675e+00 -3.676140753576054188e+00 2.156310401306745117e+00 1.185181267434286756e+00 7.463565586988914202e-02 -1.570050347339215557e+00 2.519245442277913138e+00 = 1.258800000000000000e+04 @ -3.114464011462953743e-12
-1.561544755801447470e+00 4.400020648797633882e+00 3.285294871149774920e+00 -2.132746345505972307e+00 -3.676140700274381778e+00 2.156310433718837238e+00 1.185181288990247550e+00 7.463567314755560622e-02 -1.570050311078642791e+00 2.519245388811397923e+00 = 2.125700000000000000e+04 @ -1.822081319253695237e-12
1.757743580373899661e+00 1.595737247461939345e+00 -4.308931302480783820e+00 -2.485058296247930620e+00 3.613715890189398983e-01 -6.325957107387214506e-02 4.342311930764187977e+00 1.897810704184887065e+00 -2.231270017943859596e+00 -2.156429118042616278e+00 = 2.922300000000000000e+04 @ -3.114445991132037007e-12
-1.561544713460242262e+00 4.400020631198810150e+00 3.285294872435640112e+00 -2.132746423659228174e+00 -3.676140738662959873e+00 2.156310404435934913e+00 1.185181292571694689e+00 7.463561864998238815e-02 -1.570050360352154950e+00 2.519245425487898427e+00 = 5.086600000000000000e+04 @ -3.114450257713670516e-12
-1.561544707136188093e+00 4.400020666954435278e+00 3.285294852719655267e+00 -2.132746361853120831e+00 -3.676140732450469351e+00 2.156310373925801382e+00 1.185181303344723380e+00 7.463555537772774418e-02 -1.570050403084993773e+00 2.519245427249325431e+00 = 5.086600000000000000e+04 @ -3.114435475809712095e-12
-1.561544648854515716e+00 4.400020635797925017e+00 3.285294858336767820e+00 -2.132746376180936210e+00 -3.676140681258747378e+00 2.156310376260682560e+00 1.185181328974887593e+00 7.463562130136365547e-02 -1.570050309421116674e+00 2.519245394981439734e+00 = 5.513500000000000000e+04 @ -3.114447525741003284e-12
-1.561544761917224244e+00 4.400020629406582451e+00 3.285294870431218150e+00 -2.132746343289085633e+00 -3.676140718375477068e+00 2.156310421092150875e+00 1.185181299542376276e+00 7.463558941272253888e-02 -1.570050371490727237e+00 2.519245361157136376e+00 = 5.976800000000000000e+04 @ -3.114485337968312388e-12
-1.561544701520231282e+00 4.400020727125133924e+00 3.285294876568696676e+00 -2.132746358777724449e+00 -3.676140708088524889e+00 2.156310401776770913e+00 1.185181263473408242e+00 7.463564613312351215e-02 -1.570050321041194463e+00 2.519245383442534791e+00 = 5.976800000000000000e+04 @ -3.114460669471660378e-12
-1.561544697385408353e+00 4.400020687588288126e+00 3.285294856924124485e+00 -2.132746312985326576e+00 -3.676140727314032741e+00 2.156310403645655960e+00 1.185181337554886971e+00 7.463565038575398214e-02 -1.570050372287931983e+00 2.519245389279177960e+00 = 6.817900000000000000e+04 @ -3.114461692810177833e-12
-1.561544778940914258e+00 4.400020688430775095e+00 3.285294870270534240e+00 -2.132746338679154974e+00 -3.676140721440781078e+00 2.156310387812095719e+00 1.185181307889384694e+00 7.463557109381360744e-02 -1.570050294011093417e+00 2.519245381954576590e+00 = 6.817900000000000000e+04 @ -1.557243340054361040e-12
-1.561544716966067670e+00 4.400020634088466664e+00 3.285294905068983251e+00 -2.132746326368482936e+00 -3.676140730857424543e+00 2.156310360390782943e+00 1.185181325281110754e+00 7.463560976525941693e-02 -1.570050303946731063e+00 2.519245400913344479e+00 = 2.039600000000000000e+05 @ -4.671724489213515115e-12
-1.561544630772054187e+00 4.400020703292428337e+00 3.285294846840146832e+00 -2.132746310633525599e+00 -3.676140718711110367e+00 2.156310364852251027e+00 1.185181283894693127e+00 7.463563163206324291e-02 -1.570050349871510820e+00 2.519245364581274238e+00 = 2.039600000000000000e+05 @ -3.114466889156266787e-12
-1.561544750621764566e+00 4.400020680350009705e+00 3.285294874488709826e+00 -2.132746266938238655e+00 -3.676140726123882096e+00 2.156310432115282616e+00 1.185181245979043618e+00 7.463564863574749519e-02 -1.570050374309767793e+00 2.519245426873079285e+00 = 2.122460000000000000e+05 @ -4.998614682390380273e-12
-1.561544718534414677e+00 4.400020653098172474e+00 3.285294894992572878e+00 -2.132746350686098857e+00 -3.676140725160783607e+00 2.156310348488895468e+00 1.185181362324408516e+00 7.463558974678165259e-02 -1.570050223589304350e+00 2.519245369360595177e+00 = 2.122460000000000000e+05 @ -3.114482155644395654e-12
-1.561544689207079895e+00 4.400020665245690132e+00 3.285294847031242860e+00 -2.132746381788437784e+00 -3.676140731096672720e+00 2.156310398682510510e+00 1.185181216486490552e+00 7.463559608470650419e-02 -1.570050284640239324e+00 2.519245376111556745e+00 = 2.122460000000000000e+05 @ -3.114447426723077447e-12
-1.561544726087420232e+00 4.400020691018171171e+00 3.285294828311677851e+00 -2.132746352788111643e+00 -3.676140771528192630e+00 2.156310417058757256e+00 1.185181283616139503e+00 7.463561419936552699e-02 -1.570050280269208676e+00 2.519245408982081713e+00 = 2.122460000000000000e+05 @ -1.557245992065859832e-12
-1.561544725144247359e+00 4.400020627439308107e+00 3.285294807784207016e+00 -2.132746349984671053e+00 -3.676140722105926351e+00 2.156310434914391561e+00 1.185181332441315849e+00 7.463566349304978642e-02 -1.570050341327541510e+00 2.519245435181884929e+00 = 2.122460000000000000e+05 @ -1.557245229357989873e-12
-1.561544721147925641e+00 4.400020645659192375e+00 3.285294884727076870e+00 -2.132746363656492949e+00 -3.676140660920564684e+00 2.156310369964823170e+00 1.185181363592322956e+00 7.463559113418863356e-02 -1.570050360160757830e+00 2.519245434648833104e+00 = 2.171460000000000000e+05 @ -3.114453192952545331e-12
-1.561544700794343932e+00 4.400020624480384335e+00 3.285294882348380963e+00 -2.132746324909744473e+00 -3.676140721472616502e+00 2.156310419114731314e+00 1.185181321776646257e+00 7.463559216439126509e-02 -1.570050293568735489e+00 2.519245476007481610e+00 = 2.606600000000000000e+05 @ -1.557254622617634510e-12
-1.561544654410839561e+00 4.400020630707235370e+00 3.285294806485536512e+00 -2.132746314137347721e+00 -3.676140691100225677e+00 2.156310441415722590e+00 1.185181330461964722e+00 7.463558531762078119e-02 -1.570050344554501986e+00 2.519245446069177330e+00 = 2.606600000000000000e+05 @ -1.557243744751808898e-12
-3.395113025699100895e+00 -3.317307181910228220e+00 2.346836076966474227e+00 2.062943742681860204e+00 4.371514728177907649e+00 3.119865147614395262e+00 5.439719698029067407e-01 -4.743713112890349137e+00 3.612208817879695388e+00 2.474375818762752921e+00 = 2.655160000000000000e+05 @ -4.671692015485573327e-12
-1.561544742323356383e+00 4.400020653314023811e+00 3.285294809142831340e+00 -2.132746329059388657e+00 -3.676140730571243687e+00 2.156310357401729050e+00 1.185181312167581602e+00 7.463563785973975628e-02 -1.570050294400181290e+00 2.519245368345609304e+00 = 2.990520000000000000e+05 @ -1.398340478743684701e-12
4.141256972563965633e+00 2.477011833500973648e+00 2.669820144365010695e+00 -4.522347935089556792e+00 3.639003796909923150e+00 1.853559788862079394e+00 -4.341979592804550592e+00 6.109914589431735266e-01 4.009883346412469685e+00 -3.297228338766815980e+00 = 3.154350000000000000e+05 @ -1.557238531759534267e-12
-1.561544837396854790e+00 4.400020648875963225e+00 3.285294859233966580e+00 -2.132746325159072143e+00 -3.676140760215430348e+00 2.156310435244234824e+00 1.185181236358469725e+00 7.463560401243721221e-02 -1.570050329112053555e+00 2.519245437915618169e+00 = 3.284600000000000000e+05 @ 0.000000000000000000e+00
-1.561544710222675159e+00 4.400020610222656892e+00 3.285294862835651752e+00 -2.132746295424417848e+00 -3.676140691056426046e+00 2.156310407076084346e+00 1.185181269211187161e+00 7.463558185945164125e-02 -1.570050318702244763e+00 2.519245411759487574e+00 = 3.410430000000000000e+05 @ -1.557255143026775749e-12
-1.561544707458536907e+00 4.400020647774796956e+00 3.285294858390085615e+00 -2.132746340328783408e+00 -3.676140702078397382e+00 2.156310430665571598e+00 1.185181341628714247e+00 7.463559501065347712e-02 -1.570050248700117335e+00 2.519245383811424155e+00 = 3.410430000000000000e+05 @ -1.557245355748545178e-12
-1.561544767477717643e+00 4.400020723440857928e+00 3.285294872922928988e+00 -2.132746344137256056e+00 -3.676140673368309297e+00 2.156310481793312306e+00 1.185181285055918465e+00 7.463559441216717494e-02 -1.570050380792438638e+00 2.519245411862466089e+00 = 3.410430000000000000e+05 @ -1.557239019902245403e-12
-1.561544731468439196e+00 4.400020708815852721e+00 3.285294814743998426e+00 -2.132746361970078830e+00 -3.676140679566048952e+00 2.156310421517261933e+00 1.185181354215702365e+00 7.463562321652805753e-02 -1.570050304909256900e+00 2.519245375541641963e+00 = 3.456690000000000000e+05 @ -1.557235740320720119e-12
-1.561544705357419849e+00 4.400020708669630132e+00 3.285294839438905434e+00 -2.132746351917429006e+00 -3.676140641331187453e+00 2.156310367002643336e+00 1.185181265984839305e+00 7.463563209357841621e-02 -1.570050332032541407e+00 2.519245447855931186e+00 = 3.496750000000000000e+05 @ -1.557248059446596000e-12
-1.561544675363068624e+00 4.400020667194062263e+00 3.285294844868449360e+00 -2.132746328055841190e+00 -3.676140662702919837e+00 2.156310433811256644e+00 1.185181236052694986e+00 7.463563696063894859e-02 -1.570050406900514339e+00 2.519245358887207686e+00 = 3.496750000000000000e+05 @ -1.557230608664747777e-12
-1.561544704782833248e+00 4.400020743402814460e+00 3.285294913396887395e+00 -2.132746326215296140e+00 -3.676140671346702415e+00 2.156310406686158032e+00 1.185181335520084200e+00 7.463567542803464794e-02 -1.570050335939876529e+00 2.519245352672833782e+00 = 3.703070000000000000e+05 @ -3.114490788865928071e-12
-1.561544691758026016e+00 4.400020736345280348e+00 3.285294824576580730e+00 -2.132746332852083260e+00 -3.676140658733732192e+00 2.156310454750847150e+00 1.185181235209770367e+00 7.463568190057050245e-02 -1.570050266632709857e+00 2.519245359853533373e+00 = 3.703070000000000000e+05 @ -3.114469329957456757e-12
-1.561544760610071858e+00 4.400020630862131021e+00 3.285294852388023212e+00 -2.132746412750613718e+00 -3.676140668693992364e+00 2.156310421200673400e+00 1.185181293116173595e+00 7.463555596158528982e-02 -1.570050333056679515e+00 2.519245439217537630e+00 = 3.703070000000000000e+05 @ -1.557247608188320137e-12
-1.561544641425137936e+00 4.400020705974703183e+00 3.285294776827068386e+00 -2.132746363633539310e+00 -3.676140675265243907e+00 2.156310503831126102e+00 1.185181322048272312e+00 7.463567103068015351e-02 -1.570050351641987918e+00 2.519245408772821104e+00 = 3.703070000000000000e+05 @ -1.557246322980732321e-12
-1.561544681423556735e+00 4.400020653722283015e+00 3.285294911232351733e+00 -2.132746380165382316e+00 -3.676140755302361285e+00 2.156310387362653902e+00 1.185181323324350444e+00 7.463555809815126951e-02 -1.570050342382334208e+00 2.519245392059834554e+00 = 3.703070000000000000e+05 @ -1.557244481957668865e-12
-1.561544730579064399e+00 4.400020669499955517e+00 3.285294897746012133e+00 -2.132746329341468794e+00 -3.676140744746122291e+00 2.156310311363899501e+00 1.185181288450624981e+00 7.463560187762630083e-02 -1.570050284861105094e+00 2.519245335580260203e+00 = 3.703070000000000000e+05 @ -1.557241089958166875e-12
-1.561544762199363445e+00 4.400020644783344537e+00 3.285294901270809476e+00 -2.132746360096914984e+00 -3.676140701923527043e+00 2.156310393427271155e+00 1.185181292930668651e+00 7.463561193354809054e-02 -1.570050421370966953e+00 2.519245437805131882e+00 = 3.703070000000000000e+05 @ -1.557231308982016375e-12
-1.561544757646213144e+00 4.400020666247941747e+00 3.285294843832754275e+00 -2.132746360335400659e+00 -3.676140663125918362e+00 2.156310452058092242e+00 1.185181333752482802e+00 7.463558625302511851e-02 -1.570050364340727977e+00 2.519245479456283299e+00 = 3.744390000000000000e+05 @ -1.884143308127942508e-12
-1.561544747508700093e+00 4.400020638445936605e+00 3.285294837754137998e+00 -2.132746365734977001e+00 -3.676140729415248387e+00 2.156310327765258883e+00 1.185181238818471705e+00 7.463558563629008047e-02 -1.570050326704170995e+00 2.519245381578883780e+00 = 3.744390000000000000e+05 @ -1.557248107618316445e-12
-1.561544752677603842e+00 4.400020684311185093e+00 3.285294840581615361e+00 -2.132746398296959445e+00 -3.676140714212128291e+00 2.156310445104646867e+00 1.185181215005007616e+00 7.463556686848107913e-02 -1.570050339775850068e+00 2.519245362637462460e+00 = 3.744390000000000000e+05 @ -1.557237166537712033e-12
-1.561544793059571612e+00 4.400020671123759719e+00 3.285294838402548212e+00 -2.132746320552865615e+00 -3.676140673726065344e+00 2.156310432512520414e+00 1.185181243192283018e+00 7.463556320987480008e-02 -1.570050364425409128e+00 2.519245389953075343e+00 = 3.744390000000000000e+05 @ -1.557232913910556691e-12
-1.561544700664405871e+00 4.400020688564080018e+00 3.285294833792240521e+00 -2.132746411110433282e+00 -3.676140691668105198e+00 2.156310364997981122e+00 1.185181230804348784e+00 7.463561179964221803e-02 -1.570050406383498354e+00 2.519245402978385506e+00 = 3.783220000000000000e+05 @ 0.000000000000000000e+00
1.757743575745489562e+00 1.595737256156257722e+00 -4.308931305495955044e+00 -2.485058281895071719e+00 3.613716264950367907e-01 -6.325953531031848487e-02 4.342311953593214646e+00 1.897810722415949281e+00 -2.231270029698905422e+00 -2.156429205346076294e+00 = 3.865550000000000000e+05 @ -1.557219683644650029e-12
