4.858056876925973100e+00 5.482864205972858507e+00 -7.083506404944319712e+00 = 1.128500000000000000e+04 @ 2.709093505572828235e+03
-7.708313733802588885e+00 5.482864207167938098e+00 -8.003211004699100073e-01 = 3.326700000000000000e+04 @ 2.709093505572828690e+03
4.858056878451238347e+00 5.482864204502020833e+00 -8.003210997643664948e-01 = 4.814100000000000000e+04 @ 2.709093505569555873e+03
-7.083506408839359558e+00 -7.708313735438130365e+00 -8.003211006231268909e-01 = 7.217100000000000000e+04 @ 2.709093505572439426e+03
-8.003211009859360070e-01 5.482864207726747985e+00 -7.708313735090845498e+00 = 9.400500000000000000e+04 @ 2.709093505572828235e+03
5.482864206520903672e+00 4.858056879508959369e+00 -8.003210980939416963e-01 = 1.049030000000000000e+05 @ 2.709093505567092961e+03
4.858056878539622758e+00 -8.003211027376799791e-01 5.482864206996936218e+00 = 1.187130000000000000e+05 @ 2.709093505569624085e+03
-7.083506406814525924e+00 -7.083506408973244461e+00 -1.425128426705849272e+00 = 1.279820000000000000e+05 @ 2.709093505569948320e+03
-1.425128428402483216e+00 -8.003210995447197496e-01 5.482864207225236264e+00 = 1.362480000000000000e+05 @ 2.709093505572827780e+03
-1.425128428686017967e+00 5.482864205918145828e+00 5.482864207816787072e+00 = 1.467260000000000000e+05 @ 2.709093505572827780e+03
-8.003211014311687466e-01 -7.708313735972728509e+00 -8.003211022021876619e-01 = 1.522950000000000000e+05 @ 2.709093505572827780e+03
5.482864206817889219e+00 -8.003210996869108973e-01 4.858056876774108801e+00 = 1.564730000000000000e+05 @ 2.709093505572827780e+03
5.482864206349783665e+00 -1.425128427037250844e+00 -7.083506410410636889e+00 = 1.643980000000000000e+05 @ 2.709093505572828235e+03
-1.425128428085687737e+00 5.482864207209940943e+00 -7.083506408822522360e+00 = 1.864350000000000000e+05 @ 2.709093505571174319e+03
-8.003210985967932345e-01 -8.003210990799048963e-01 -1.425128428076106735e+00 = 1.984860000000000000e+05 @ 2.709093505572828235e+03
-8.003210986966549090e-01 -8.003211015042863696e-01 4.858056878018986779e+00 = 2.024070000000000000e+05 @ 2.709093505572828235e+03
-7.083506407481437783e+00 4.858056879726250443e+00 -8.003211007200154992e-01 = 2.118320000000000000e+05 @ 2.709093505572827326e+03
-7.083506408691420120e+00 -7.708313736484646128e+00 5.482864205389557100e+00 = 2.132050000000000000e+05 @ 2.709093505572828235e+03
-7.083506409362209766e+00 -1.425128426798470738e+00 -7.083506405441107212e+00 = 2.148820000000000000e+05 @ 2.709093505572739559e+03
-7.708313736223130874e+00 -7.083506409152852790e+00 -7.083506404188200989e+00 = 2.157790000000000000e+05 @ 2.709093505572827780e+03
-8.003771014630055580e-01 4.857993629586199624e+00 -8.002196909399080793e-01 = 2.208200000000000000e+05 @ 2.709093505572827326e+03
-7.708313993180326840e+00 -7.083506035833006642e+00 -8.003216272960540500e-01 = 2.243720000000000000e+05 @ 2.709093505572472168e+03
-1.425128429375798644e+00 -7.083506407116333392e+00 -7.083506406721975068e+00 = 2.254370000000000000e+05 @ 2.709093505572607683e+03
5.482864204202028802e+00 5.482864204430994093e+00 4.858056882759067108e+00 = 2.264740000000000000e+05 @ 2.709093505572828235e+03
-8.003211569680100945e-01 4.858056778658753849e+00 -7.083506208472297061e+00 = 2.291910000000000000e+05 @ 2.709093505572827780e+03
-1.425127780993283189e+00 -8.003216866512369299e-01 -7.083506194903309350e+00 = 2.394120000000000000e+05 @ 2.709093505572827780e+03
5.482864048726907136e+00 -8.003215602938655859e-01 -7.708314137469220562e+00 = 2.450130000000000000e+05 @ 2.709093505572827780e+03
5.482864206740776680e+00 -1.425128428032695904e+00 -8.003211019969671547e-01 = 2.519070000000000000e+05 @ 2.709093505572827780e+03
-7.083506408049760950e+00 4.858056878895564701e+00 5.482864208036380305e+00 = 2.558280000000000000e+05 @ 2.709093505572827780e+03
-7.708313735744836137e+00 -8.003210990198310615e-01 -8.003211020093424777e-01 = 2.573950000000000000e+05 @ 2.709093505572772756e+03
4.858056710114675880e+00 -7.083506527089740601e+00 -8.003210430624013716e-01 = 2.635050000000000000e+05 @ 2.709093505572827780e+03
