-7.083506407370461666e+00 -1.425128427927340180e+00 = 1.241740000000000000e+05 @ 1.867309088310239247e+02
-7.083506408027858470e+00 4.858056878860148586e+00 = 1.380850000000000000e+05 @ 1.867309088308675769e+02
-1.425128427323822944e+00 -7.083506409009787674e+00 = 1.454260000000000000e+05 @ 1.867309088309025640e+02
4.858056877810769336e+00 -7.083506406098845964e+00 = 1.558380000000000000e+05 @ 1.867309088309455944e+02
4.858056878266326706e+00 5.482864206192803458e+00 = 1.625500000000000000e+05 @ 1.867309088310220773e+02
-1.425128428764528277e+00 -8.003211014882007923e-01 = 1.661400000000000000e+05 @ 1.867309088310237826e+02
-8.003210997412787409e-01 -7.708313733212071028e+00 = 1.695180000000000000e+05 @ 1.867309088310236120e+02
5.482864207322427852e+00 -1.425128429411864017e+00 = 1.747590000000000000e+05 @ 1.867309088310239247e+02
-8.003211004716450638e-01 -1.425128427511981988e+00 = 1.784320000000000000e+05 @ 1.867309088310238963e+02
-1.425128428521600821e+00 5.482864206514006966e+00 = 1.801850000000000000e+05 @ 1.867309088310238963e+02
5.482864204765948379e+00 4.858056879530105121e+00 = 1.819380000000000000e+05 @ 1.867309088310238963e+02
-7.708313742044287764e+00 -7.083506416409338868e+00 = 1.828990000000000000e+05 @ 1.867309088310238963e+02
5.482864211898293760e+00 -7.708313733425133485e+00 = 1.847720000000000000e+05 @ 1.867309088310238963e+02
-7.708313762035571948e+00 -8.003210922251074999e-01 = 1.891650000000000000e+05 @ 1.867309088310239247e+02
4.858056814439016158e+00 -8.003212765726911426e-01 = 1.944220000000000000e+05 @ 1.867309088310239247e+02
-8.003211838471123718e-01 4.858057092025995338e+00 = 1.971110000000000000e+05 @ 1.867309088310238678e+02
-7.708313970292407724e+00 5.482864094585150561e+00 = 1.981200000000000000e+05 @ 1.867309088310239247e+02
-7.083506406297694014e+00 -7.708313735336863814e+00 = 1.990320000000000000e+05 @ 1.867309088310238963e+02
