-7.083506411488589727e+00 -7.708313736214675416e+00 = 1.670540000000000000e+05 @ 1.867309088310239247e+02
5.482864207023553149e+00 -7.708313735061016914e+00 = 1.682550000000000000e+05 @ 1.867309088309410186e+02
-7.083506409020498218e+00 4.858056879330797884e+00 = 1.696050000000000000e+05 @ 1.867309088309213507e+02
-1.425128427632653239e+00 -8.003211020800258257e-01 = 1.708910000000000000e+05 @ 1.867309088310238963e+02
-1.425128426581844021e+00 -7.083506407357956114e+00 = 1.718040000000000000e+05 @ 1.867309088310238963e+02
4.858056879140201900e+00 -7.083506409986619623e+00 = 1.744450000000000000e+05 @ 1.867309088310239247e+02
-8.003210993498079961e-01 -1.425128427831160449e+00 = 1.815020000000000000e+05 @ 1.867309088310238963e+02
-1.425128427198113723e+00 5.482864205015697046e+00 = 1.833270000000000000e+05 @ 1.867309088310239247e+02
4.858056879804808048e+00 -8.003210985869627647e-01 = 1.860400000000000000e+05 @ 1.867309088310239247e+02
-8.003211012255396772e-01 -7.708313733284787972e+00 = 1.885370000000000000e+05 @ 1.867309088310239247e+02
-8.003211003813049951e-01 4.858056879149616591e+00 = 1.903620000000000000e+05 @ 1.867309088310238963e+02
-7.083506408599300030e+00 -1.425128426650797975e+00 = 1.922590000000000000e+05 @ 1.867309088310238963e+02
4.858056880240114950e+00 5.482864207670109735e+00 = 1.932920000000000000e+05 @ 1.867309088310239247e+02
5.482864207753989305e+00 -1.425128429732200441e+00 = 1.941810000000000000e+05 @ 1.867309088310238678e+02
-7.708313738100701862e+00 -8.003211022270018127e-01 = 1.951180000000000000e+05 @ 1.867309088310238963e+02
-7.708313642208735494e+00 -7.083506600542231801e+00 = 1.972070000000000000e+05 @ 1.867309088310239247e+02
5.482864263441865837e+00 4.858057059005636447e+00 = 1.980720000000000000e+05 @ 1.867309088310239247e+02
-7.708313735608802730e+00 5.482864206749900049e+00 = 1.989840000000000000e+05 @ 1.867309088310238963e+02
