-4.996950723629826063e-01 -4.012597073304679185e+00 -4.880896874967767474e+00 -1.010255524029313845e+00 -3.045735358452041908e+00 = 1.305310000000000000e+05 @ 0.000000000000000000e+00
-2.184984355612014095e+00 1.687053927443131096e+00 5.878628898975596373e-01 2.757353055129046382e+00 -2.859070224766700807e+00 = 3.286960000000000000e+05 @ 0.000000000000000000e+00
-1.482138735338319746e+00 3.673979087743993066e+00 -4.857652267703048032e+00 -4.299348397710268443e+00 3.632845553505183123e+00 = 3.532900000000000000e+05 @ 0.000000000000000000e+00
-1.482138670530833036e+00 3.673979282921157274e+00 -4.857652212155837645e+00 -4.299348896516217877e+00 3.632845201442474359e+00 = 3.688630000000000000e+05 @ -4.410003441748942821e-02
-1.482138614868288906e+00 3.673979354513190465e+00 -4.857652200042267943e+00 -4.299348964504391191e+00 3.632845195499752933e+00 = 3.688630000000000000e+05 @ -4.410003291713745360e-02
-1.482138669430039801e+00 3.673979391772166370e+00 -4.857652158905656492e+00 -4.299349060253316424e+00 3.632844970760816139e+00 = 3.688630000000000000e+05 @ -4.410002758659389843e-02
-1.482138712343767928e+00 3.673979524189725954e+00 -4.857652171172930800e+00 -4.299348911881353708e+00 3.632845043207123314e+00 = 3.688630000000000000e+05 @ -4.410002466552995215e-02
-1.482138637951597726e+00 3.673979507091915231e+00 -4.857652197648548054e+00 -4.299348791592846553e+00 3.632845265662433043e+00 = 3.688630000000000000e+05 @ -4.410002401074721023e-02
-1.482138761086387202e+00 3.673979299705253165e+00 -4.857652202678491626e+00 -4.299348844224350152e+00 3.632845104379158752e+00 = 3.688630000000000000e+05 @ -4.410002354225554810e-02
-1.482138627747801474e+00 3.673979131235350692e+00 -4.857652263191395647e+00 -4.299348738944003046e+00 3.632845469745718425e+00 = 3.688630000000000000e+05 @ -4.410001806786798678e-02
-1.482138573988080799e+00 3.673979083535990231e+00 -4.857652180971233413e+00 -4.299348867268094843e+00 3.632845236160215485e+00 = 3.688630000000000000e+05 @ -4.410001780537013000e-02
-1.482138474731240274e+00 3.673979076380273767e+00 -4.857652160887261594e+00 -4.299348951173973532e+00 3.632845245702219561e+00 = 3.688630000000000000e+05 @ -4.410001592119543179e-02
-1.482138651066715829e+00 3.673979232971576359e+00 -4.857652216308563808e+00 -4.299348722981590321e+00 3.632845330876091516e+00 = 3.688630000000000000e+05 @ -4.410001535793826866e-02
-1.482138833773581243e+00 3.673979381552955115e+00 -4.857652181516027845e+00 -4.299348779310141033e+00 3.632845005857824106e+00 = 3.688630000000000000e+05 @ -4.410001497994914949e-02
-1.482138720061272341e+00 3.673979507237340680e+00 -4.857652184077412727e+00 -4.299348699087736314e+00 3.632845190414089487e+00 = 3.688630000000000000e+05 @ -4.410001388842910153e-02
-1.482138522682305837e+00 3.673979247818430327e+00 -4.857652172316965000e+00 -4.299348776448623788e+00 3.632845328353009773e+00 = 3.688630000000000000e+05 @ -4.410000985243845567e-02
-1.482138708829119356e+00 3.673979277919118491e+00 -4.857652235097242865e+00 -4.299348659641867521e+00 3.632845354008296113e+00 = 3.688630000000000000e+05 @ -4.410000669700760156e-02
-1.482138869663665037e+00 3.673979365415661391e+00 -4.857652220991943715e+00 -4.299348618974704550e+00 3.632845162183580889e+00 = 3.688630000000000000e+05 @ -4.410000498009229025e-02
-1.482138701989129892e+00 3.673979362595070519e+00 -4.857652251198801174e+00 -4.299348663702559747e+00 3.632845405070073586e+00 = 3.688630000000000000e+05 @ -4.410000295715397339e-02
-1.482138572794797549e+00 3.673979642674152668e+00 -4.857652140512136896e+00 -4.299349222708354290e+00 3.632844945422041061e+00 = 3.688630000000000000e+05 @ -4.409999930048020406e-02
1.628760725941950371e-01 3.781509972139040610e+00 4.524272651842599302e+00 -1.389322811531907842e+00 -1.394078479145739458e+00 = 3.688630000000000000e+05 @ -4.409999584555338026e-02
4.141256930963161942e+00 2.477011809875304227e+00 2.669820134575599635e+00 -4.522347962555252288e+00 3.639003833253697362e+00 = 3.744440000000000000e+05 @ 0.000000000000000000e+00
-3.395113021384952301e+00 -3.317307195063171399e+00 2.346836067636890455e+00 2.062943751689705341e+00 4.371514708191789111e+00 = 3.933080000000000000e+05 @ 0.000000000000000000e+00
