-4.996950677164053167e-01 -4.012597084564723637e+00 -4.880896869535982674e+00 -1.010255536504446550e+00 -3.045735360829620930e+00 = 3.618500000000000000e+04 @ 0.000000000000000000e+00
-1.481086386980718261e+00 3.673214798615154653e+00 -4.858769710200772529e+00 -4.298136360226114228e+00 3.630634889538040255e+00 = 3.419620000000000000e+05 @ 0.000000000000000000e+00
-1.481086495403841408e+00 3.673214884693061233e+00 -4.858769575396848062e+00 -4.298136312481901200e+00 3.630634515583492927e+00 = 3.555400000000000000e+05 @ 0.000000000000000000e+00
-1.481086383044391219e+00 3.673214830421929644e+00 -4.858769662806172285e+00 -4.298136420249461409e+00 3.630634749121570248e+00 = 3.761330000000000000e+05 @ 0.000000000000000000e+00
-1.481086368491983496e+00 3.673214836495467317e+00 -4.858769650373052862e+00 -4.298136337891536485e+00 3.630634809356845683e+00 = 3.867200000000000000e+05 @ -1.101174019682008010e-02
-1.481086479216715546e+00 3.673214848841190872e+00 -4.858769677167650514e+00 -4.298136361927809013e+00 3.630634644424242996e+00 = 3.867200000000000000e+05 @ -1.101173949593386991e-02
-1.481086394416398999e+00 3.673214891707600849e+00 -4.858769677601473269e+00 -4.298136315656383211e+00 3.630634701172933632e+00 = 3.867200000000000000e+05 @ -1.101173914248923871e-02
-1.481086419438202739e+00 3.673214927589745660e+00 -4.858769702043460370e+00 -4.298136326100483906e+00 3.630634606031044598e+00 = 3.867200000000000000e+05 @ -1.101173609517137365e-02
-1.481086669564732672e+00 3.673214797854496005e+00 -4.858769702448146433e+00 -4.298136182383263559e+00 3.630634663120198447e+00 = 3.867200000000000000e+05 @ -1.101173603255659050e-02
-1.481086369801668967e+00 3.673214873268533687e+00 -4.858769594023669924e+00 -4.298136269217208039e+00 3.630634744884232212e+00 = 3.867200000000000000e+05 @ -1.101173579231202494e-02
-1.481086533447216302e+00 3.673214773526821908e+00 -4.858769617937550578e+00 -4.298136274105150534e+00 3.630634753178555219e+00 = 3.867200000000000000e+05 @ -1.101173449107969819e-02
-2.184984345587159371e+00 1.687053941053249684e+00 5.878628810512078751e-01 2.757353053486330641e+00 -2.859070228552281989e+00 = 3.867200000000000000e+05 @ -1.101173360346453280e-02
4.141256932305434901e+00 2.477011810566842609e+00 2.669820134542763679e+00 -4.522347961498616620e+00 3.639003833233644514e+00 = 3.867200000000000000e+05 @ -1.101173311029608401e-02
1.628760715478579091e-01 3.781509974192342138e+00 4.524272652251242199e+00 -1.389322813065475337e+00 -1.394078479171255491e+00 = 3.867200000000000000e+05 @ -1.101173293720111510e-02
-3.395113027938113870e+00 -3.317307201192856603e+00 2.346836075759945572e+00 2.062943751244171509e+00 4.371514708854485676e+00 = 3.978080000000000000e+05 @ 0.000000000000000000e+00
