-1.481471543317363526e+00 3.674022689308405365e+00 -4.858651020878989257e+00 -4.298668176512615346e+00 3.631186997204631783e+00 8.721756210897474437e-01 -2.655943538551743366e+00 9.611984967556622683e-01 4.591042751788517728e-01 -2.772766023422839510e+00 -5.599838951644456886e-01 -1.930302893472160664e+00 4.485353838466457077e+00 2.228773480989882483e+00 -8.894987338526003651e-01 4.945769287101721368e+00 -7.074162039081198783e-01 -5.958231472181779731e-01 4.580261012510113083e+00 1.223490151985591190e+00 = 1.025770000000000000e+05 @ -1.056643567541930170e-11
-4.996950667427957904e-01 -4.012597067464271916e+00 -4.880896869249337300e+00 -1.010255573555389308e+00 -3.045735376983008891e+00 1.762304694963667817e+00 3.204669403006784378e+00 -2.007749245318562803e+00 -3.890850060524492005e+00 -3.245026068488017668e+00 -4.361173860239745181e+00 -2.565598466460300209e+00 -2.249864705011880517e+00 4.557599502096625343e+00 4.587097659093861690e-01 1.835002742721506985e+00 2.140216472401584191e+00 1.121998313227131200e-01 -2.901066504898560439e+00 -1.191246836164553180e+00 = 1.727130000000000000e+05 @ -3.018644375742501482e-12
-4.996950472721589653e-01 -4.012597047750281476e+00 -4.880896841190569546e+00 -1.010255585562814584e+00 -3.045735371321306229e+00 1.762304681814857110e+00 3.204669438519987423e+00 -2.007749247196888298e+00 -3.890850059977143172e+00 -3.245026030732431011e+00 -4.361173904998892681e+00 -2.565598474736360046e+00 -2.249864712044897352e+00 4.557599511214898591e+00 4.587097650509223690e-01 1.835002755955344789e+00 2.140216515912994222e+00 1.121998656440612724e-01 -2.901066555704316485e+00 -1.191246820384788130e+00 = 1.727130000000000000e+05 @ -3.018609147804804536e-12
-4.996950580113037610e-01 -4.012597027528392424e+00 -4.880896843316899769e+00 -1.010255566970235774e+00 -3.045735400857917163e+00 1.762304707006196791e+00 3.204669401845954724e+00 -2.007749254779161774e+00 -3.890850052657330416e+00 -3.245026057176569445e+00 -4.361173876803339233e+00 -2.565598491095631761e+00 -2.249864698656962592e+00 4.557599544532424218e+00 4.587097607293086909e-01 1.835002778774255550e+00 2.140216467268881040e+00 1.121998257912025510e-01 -2.901066554891483129e+00 -1.191246811105310055e+00 = 1.727130000000000000e+05 @ -3.018606549700255905e-12
-4.996950220033854473e-01 -4.012597075367250632e+00 -4.880896859474013638e+00 -1.010255580455962310e+00 -3.045735408060389116e+00 1.762304663497679780e+00 3.204669399640361682e+00 -2.007749272021916553e+00 -3.890850035343698998e+00 -3.245026087947759930e+00 -4.361173828112951512e+00 -2.565598495493297992e+00 -2.249864706266695880e+00 4.557599508631249741e+00 4.587098173590013483e-01 1.835002757556035924e+00 2.140216467852852578e+00 1.121998275516749299e-01 -2.901066486523590449e+00 -1.191246841837294568e+00 = 1.727130000000000000e+05 @ -3.018587468426133262e-12
-4.996950627164512548e-01 -4.012597030001026965e+00 -4.880896872772629180e+00 -1.010255581988040996e+00 -3.045735400592925135e+00 1.762304715179594528e+00 3.204669399318713641e+00 -2.007749229425698001e+00 -3.890849999452604902e+00 -3.245026020524767407e+00 -4.361173840333608887e+00 -2.565598517921821475e+00 -2.249864704228239809e+00 4.557599549729216548e+00 4.587097550961943826e-01 1.835002743607961007e+00 2.140216459753557565e+00 1.121998315593241563e-01 -2.901066543763387351e+00 -1.191246790918636389e+00 = 1.727130000000000000e+05 @ -2.414919023357959460e-12
-4.996950538273228770e-01 -4.012597050608713189e+00 -4.880896821759956872e+00 -1.010255558957957600e+00 -3.045735455861363405e+00 1.762304671873016870e+00 3.204669421213423242e+00 -2.007749231783767740e+00 -3.890850032891906896e+00 -3.245026047264980562e+00 -4.361173847035201057e+00 -2.565598533407339676e+00 -2.249864718339582126e+00 4.557599518861511712e+00 4.587097627517789933e-01 1.835002762375888441e+00 2.140216476767405673e+00 1.121998721648777703e-01 -2.901066532470719217e+00 -1.191246816244347029e+00 = 1.727130000000000000e+05 @ -2.414905652028701821e-12
-4.996950458382548588e-01 -4.012597061703647938e+00 -4.880896802045029403e+00 -1.010255560899331329e+00 -3.045735395341748752e+00 1.762304699507185157e+00 3.204669411837206994e+00 -2.007749274043437282e+00 -3.890849973960016861e+00 -3.245026027811666935e+00 -4.361173848436115996e+00 -2.565598532771647289e+00 -2.249864744340905442e+00 4.557599531846055818e+00 4.587097770312788536e-01 1.835002755088234627e+00 2.140216504554381949e+00 1.121998607048054902e-01 -2.901066523945349029e+00 -1.191246837733714425e+00 = 1.727130000000000000e+05 @ -2.414887055543535391e-12
-4.996950493987832864e-01 -4.012597041099464690e+00 -4.880896846110482912e+00 -1.010255565403472833e+00 -3.045735409651415537e+00 1.762304666448535118e+00 3.204669421477901903e+00 -2.007749273382713806e+00 -3.890850029311551328e+00 -3.245026095921221820e+00 -4.361173859737497160e+00 -2.565598494149101683e+00 -2.249864689622643965e+00 4.557599441561515086e+00 4.587097915669687276e-01 1.835002737358361502e+00 2.140216478665782240e+00 1.121998261957744825e-01 -2.901066507620714052e+00 -1.191246833766387736e+00 = 1.727130000000000000e+05 @ -1.207455156590171986e-12
1.628761617106400938e-01 3.781509955016200575e+00 4.524272635003684151e+00 -1.389322851698720829e+00 -1.394078466138712669e+00 -4.156267530867022941e+00 4.296229384715106292e+00 2.945136328516110069e+00 3.273981787348275940e+00 2.899411744609679431e+00 4.494793111784861850e+00 -3.846599204612426881e+00 -3.480288721538065122e+00 3.505367961694538348e+00 5.265707892292249559e-01 -4.297930911584234792e+00 -2.878829913939338514e+00 6.847941661280626535e-01 -3.693002407706281964e+00 1.906564566136478733e+00 = 3.903480000000000000e+05 @ -4.860676918717581308e-13
