7.734630484124927818e+00 7.661246886321660732e+00 3.331039282978173199e-01 = 6.260000000000000000e+02 @ 9.097742849252901109e-01
2.193280054261289358e+00 4.111207137435777703e+00 7.706277242539020911e+00 = 6.260000000000000000e+02 @ 9.836090171639501056e-01
7.701410780843850112e+00 6.242957638780746166e-01 7.694072227986743506e+00 = 2.502000000000000000e+04 @ 9.999957292187094948e-01
4.111207149015580598e+00 7.706277258411412312e+00 7.706277247704305999e+00 = 3.360800000000000000e+04 @ 9.999999999999986677e-01
2.193280051879067827e+00 7.706277266810425353e+00 4.111207142825660021e+00 = 3.554600000000000000e+04 @ 9.993062052094559000e-01
7.706277259127674917e+00 1.170088787474280467e+00 4.111207139692953483e+00 = 5.393800000000000000e+04 @ 9.999997134913949370e-01
2.193280053295795895e+00 7.706277243910000685e+00 7.706277253319302467e+00 = 7.138900000000000000e+04 @ 1.000000000000000000e+00
7.706277256108678309e+00 7.706277263445358017e+00 4.111207142470266973e+00 = 7.423800000000000000e+04 @ 9.999999984230975025e-01
4.111207138334221689e+00 2.193280051364324024e+00 4.111207148046118753e+00 = 7.533100000000000000e+04 @ 9.999993956341537427e-01
7.706277260683577879e+00 4.111207145366003068e+00 7.706277258039376576e+00 = 8.111100000000000000e+04 @ 1.000000000000000000e+00
7.706277263946558875e+00 2.193280049913246987e+00 4.111207148248066545e+00 = 8.220400000000000000e+04 @ 1.000000000000000000e+00
7.692042666384029559e+00 7.760014623895634678e+00 2.195719163777608784e+00 = 8.445500000000000000e+04 @ 1.000000000000000000e+00
1.170088789463321843e+00 4.111207141415005317e+00 7.706277259131626423e+00 = 1.101400000000000000e+05 @ 1.000000000000000000e+00
4.111207146188395889e+00 4.111207144705894656e+00 7.706277245269153475e+00 = 1.112430000000000000e+05 @ 9.999999999999988898e-01
4.111207149393270477e+00 2.193280048529000048e+00 7.706277245197511228e+00 = 1.182230000000000000e+05 @ 1.000000000000000000e+00
7.706277247664647057e+00 2.193280048215891398e+00 7.706277250382196797e+00 = 1.207640000000000000e+05 @ 9.999999998806338164e-01
7.706277257449134055e+00 7.706277250540721546e+00 7.706277248001812907e+00 = 1.317160000000000000e+05 @ 1.000000000000000000e+00
7.706277265887274908e+00 1.170088785759294314e+00 7.706277251622441149e+00 = 1.379710000000000000e+05 @ 9.999962308266487909e-01
4.111207142824198080e+00 7.706277255318247477e+00 4.111207140424967932e+00 = 1.524940000000000000e+05 @ 9.999999999999988898e-01
7.706277251394309857e+00 4.111207148679874024e+00 4.111207135395677170e+00 = 1.688690000000000000e+05 @ 9.999999938256827203e-01
