4.111207139484305273e+00 1.170088788837614135e+00 = 7.686000000000000000e+03 @ 1.000000000000000000e+00
1.170088788313554673e+00 3.330184354235393718e-01 = 1.203600000000000000e+04 @ 1.000000000000000000e+00
4.111207143676007369e+00 7.706277259818446801e+00 = 5.703200000000000000e+04 @ 9.828926230330378155e-01
7.706277261596597761e+00 1.170088786827973903e+00 = 6.893800000000000000e+04 @ 1.000000000000000000e+00
2.193280050958701821e+00 7.706277246741361608e+00 = 7.833300000000000000e+04 @ 1.000000000000000000e+00
7.706277251801109784e+00 7.706277257367374567e+00 = 1.291830000000000000e+05 @ 9.999999920369716522e-01
7.706277261588138749e+00 4.111207144750793852e+00 = 1.355570000000000000e+05 @ 9.999808600147408466e-01
2.193280052473042030e+00 4.111207142459197605e+00 = 1.399150000000000000e+05 @ 9.999935535581985224e-01
7.706277254319466863e+00 2.193280051069870229e+00 = 1.475630000000000000e+05 @ 1.000000000000000000e+00
2.193280047735275851e+00 6.242284334036314331e-01 = 1.487890000000000000e+05 @ 9.974171934747433355e-01
2.193280049204673343e+00 1.170088787157709476e+00 = 1.661960000000000000e+05 @ 1.000000000000000000e+00
4.111207140303637431e+00 2.193280048175270558e+00 = 1.678820000000000000e+05 @ 1.000000000000000000e+00
7.706277258142191222e+00 6.242284341321874264e-01 = 1.691600000000000000e+05 @ 1.000000000000000000e+00
1.170088786248942858e+00 4.111207146580849070e+00 = 1.730310000000000000e+05 @ 1.000000000000000000e+00
4.111207143108712714e+00 4.111207137171902559e+00 = 1.744770000000000000e+05 @ 1.000000000000000000e+00
6.242284333016108189e-01 4.111207145632993054e+00 = 1.756860000000000000e+05 @ 1.000000000000000000e+00
2.193280050012976989e+00 2.193280051196556002e+00 = 1.763350000000000000e+05 @ 1.000000000000000000e+00
1.170088788805085933e+00 7.706277259047412009e+00 = 1.822210000000000000e+05 @ 1.000000000000000000e+00
1.170088787661117902e+00 2.193280051085355620e+00 = 1.831340000000000000e+05 @ 1.000000000000000000e+00
4.111207137997662464e+00 3.330184355178847366e-01 = 1.840470000000000000e+05 @ 1.000000000000000000e+00
7.658609510245274699e+00 3.357112584883067408e-01 = 1.877680000000000000e+05 @ 1.000000000000000000e+00
6.242284335948785623e-01 2.193280051387957563e+00 = 1.893530000000000000e+05 @ 1.000000000000000000e+00
6.240741331974216655e-01 7.709696181201057819e+00 = 1.909620000000000000e+05 @ 1.000000000000000000e+00
3.329899431327959514e-01 7.699569591740424990e+00 = 1.923550000000000000e+05 @ 1.000000000000000000e+00
1.170108589099951413e+00 6.242319721324726123e-01 = 1.937960000000000000e+05 @ 1.000000000000000000e+00
1.170088788579180639e+00 1.170088788943782099e+00 = 1.952130000000000000e+05 @ 1.000000000000000000e+00
6.242284332178077433e-01 1.170088788066832253e+00 = 1.959820000000000000e+05 @ 1.000000000000000000e+00
4.072664762814363293e+00 6.396896224924571994e-01 = 1.967510000000000000e+05 @ 1.000000000000000000e+00
3.330184359327341692e-01 1.170088787099914596e+00 = 1.974240000000000000e+05 @ 1.000000000000000000e+00
2.193280050706519546e+00 3.330184352799580583e-01 = 1.990800000000000000e+05 @ 1.000000000000000000e+00
