4.141256960133013365e+00 2.477011813618357650e+00 2.669820130380115231e+00 -4.522347959370434545e+00 3.639003846974091072e+00 1.853559734574669493e+00 -4.341979562599392217e+00 6.109914558188194178e-01 4.009883369968112454e+00 -3.297228333541982082e+00 = 4.691500000000000000e+04 @ -2.259346228179216483e-12
-1.561544681538052259e+00 4.400020661448201587e+00 3.285294892316976245e+00 -2.132746370260876656e+00 -3.676140725751271709e+00 2.156310385059731605e+00 1.185181290313652269e+00 7.463557850055156651e-02 -1.570050323788974023e+00 2.519245375887857463e+00 = 4.691500000000000000e+04 @ -1.822090301876765106e-12
-1.561544728253307479e+00 4.400020652428071166e+00 3.285294887115496554e+00 -2.132746365620332263e+00 -3.676140719588353978e+00 2.156310336189137367e+00 1.185181248823210298e+00 7.463564015711499078e-02 -1.570050350878799295e+00 2.519245432339683344e+00 = 5.499300000000000000e+04 @ -2.040721437011502829e-12
-1.561544703249642563e+00 4.400020622347301291e+00 3.285294826004497182e+00 -2.132746368561404982e+00 -3.676140735242104274e+00 2.156310406203413521e+00 1.185181286253559563e+00 7.463563360199780561e-02 -1.570050349278585999e+00 2.519245440079942888e+00 = 6.282900000000000000e+04 @ -3.114469213442187501e-12
-1.561544755638547777e+00 4.400020630015816003e+00 3.285294853994209507e+00 -2.132746339370081401e+00 -3.676140735156537609e+00 2.156310397356316688e+00 1.185181294589197742e+00 7.463557411289367671e-02 -1.570050372716099485e+00 2.519245383623742285e+00 = 6.690100000000000000e+04 @ -1.822087710477467728e-12
-1.561544753892079029e+00 4.400020668867406393e+00 3.285294823301990963e+00 -2.132746344904064451e+00 -3.676140703104529894e+00 2.156310425076593873e+00 1.185181305505171867e+00 7.463559482872668405e-02 -1.570050300544416855e+00 2.519245401114363236e+00 = 1.070550000000000000e+05 @ -2.040715881639624341e-12
-1.561544660373297200e+00 4.400020661315766191e+00 3.285294850820781765e+00 -2.132746368883918997e+00 -3.676140695139055392e+00 2.156310345010370444e+00 1.185181306049539751e+00 7.463562759255189250e-02 -1.570050374782420821e+00 2.519245442672436663e+00 = 1.232570000000000000e+05 @ -1.557218748456562754e-12
-1.561544733948741825e+00 4.400020643734532833e+00 3.285294855870501962e+00 -2.132746317669020897e+00 -3.676140699098694675e+00 2.156310421091288898e+00 1.185181340228706803e+00 7.463558192600722174e-02 -1.570050363563276985e+00 2.519245455740454886e+00 = 1.277070000000000000e+05 @ -3.114446444236711870e-12
-1.561544668180773421e+00 4.400020723397150668e+00 3.285294842238327018e+00 -2.132746330987047134e+00 -3.676140695535680791e+00 2.156310424835241601e+00 1.185181287629037739e+00 7.463557165662322579e-02 -1.570050383859201037e+00 2.519245424799886557e+00 = 1.318980000000000000e+05 @ -1.557250075571297759e-12
-1.561544665817667710e+00 4.400020643267564147e+00 3.285294910473379737e+00 -2.132746375302571273e+00 -3.676140677885942232e+00 2.156310337875345429e+00 1.185181303326059421e+00 7.463564366556846297e-02 -1.570050342346220873e+00 2.519245372253485105e+00 = 1.533520000000000000e+05 @ -1.884168453395631296e-12
-1.561544735608123124e+00 4.400020690116658528e+00 3.285294878625586001e+00 -2.132746313452613229e+00 -3.676140681459814097e+00 2.156310345481518009e+00 1.185181285042826271e+00 7.463561821813348429e-02 -1.570050351248533760e+00 2.519245355295192113e+00 = 1.929580000000000000e+05 @ -1.557239248612365857e-12
-1.561544714364067055e+00 4.400020658351516012e+00 3.285294835798604041e+00 -2.132746379790166458e+00 -3.676140753257371774e+00 2.156310381032137791e+00 1.185181359250812916e+00 7.463561551622117929e-02 -1.570050291071496851e+00 2.519245427274469762e+00 = 2.184390000000000000e+05 @ -4.671644213556284280e-12
-1.561544662956994900e+00 4.400020669500049664e+00 3.285294870298995029e+00 -2.132746328888718512e+00 -3.676140710192848271e+00 2.156310379232713181e+00 1.185181373230978830e+00 7.463561143875180326e-02 -1.570050361499499836e+00 2.519245399881646197e+00 = 2.184390000000000000e+05 @ -3.114438591269466694e-12
-1.561544728274611993e+00 4.400020600446932661e+00 3.285294872317945369e+00 -2.132746341267535595e+00 -3.676140662525992031e+00 2.156310443835562030e+00 1.185181304122006951e+00 7.463557426399360095e-02 -1.570050307849236715e+00 2.519245405442724905e+00 = 2.184390000000000000e+05 @ -1.557236275656344195e-12
