1.666666666503586192e-01 8.750000003062892162e-01 = 1.316750000000000000e+05 @ -2.000000000000000000e+00
5.000000000545519185e-01 8.749999998743209773e-01 = 1.574870000000000000e+05 @ -2.000000000000000000e+00
1.666666662511971930e-01 6.250000003613904731e-01 = 1.833040000000000000e+05 @ -2.000000000000000000e+00
4.999999997705489863e-01 3.749999999860888500e-01 = 1.843610000000000000e+05 @ -2.000000000000000000e+00
5.000000000010110801e-01 6.249999997949100550e-01 = 1.861380000000000000e+05 @ -2.000000000000000000e+00
1.666666666470686398e-01 3.749999997540730545e-01 = 1.889470000000000000e+05 @ -2.000000000000000000e+00
1.666666665724456653e-01 1.249999997885046649e-01 = 1.907960000000000000e+05 @ -2.000000000000000000e+00
4.999999995851817092e-01 1.250000001347490453e-01 = 1.955730000000000000e+05 @ -2.000000000000000000e+00
8.333333334341700427e-01 6.249999999082320734e-01 = 1.964860000000000000e+05 @ -2.000000000000000000e+00
8.333333332226817713e-01 8.750000000719286852e-01 = 1.973510000000000000e+05 @ -2.000000000000000000e+00
8.333333335214878623e-01 3.749999998475943563e-01 = 1.981920000000000000e+05 @ -2.000000000000000000e+00
8.333333330427962204e-01 1.250000001719261400e-01 = 1.990320000000000000e+05 @ -2.000000000000000000e+00
