8.333333335378547702e-01 3.750000001071095990e-01 = 1.642720000000000000e+05 @ -2.000000000109904974e+00
8.333333334076599153e-01 6.250000002878943750e-01 = 1.701280000000000000e+05 @ -2.016863181791586968e+00
4.999999996629433396e-01 1.249999999008988422e-01 = 1.803840000000000000e+05 @ -2.000000000000000000e+00
4.999999998541390656e-01 6.250000002444064950e-01 = 1.841040000000000000e+05 @ -2.000000000000000000e+00
1.666666669440975135e-01 1.250000001748021172e-01 = 1.865760000000000000e+05 @ -2.000000000000000000e+00
5.000000002969542390e-01 8.750000001570790165e-01 = 1.875600000000000000e+05 @ -2.000000000000000000e+00
1.666666667115302702e-01 3.750000001224020885e-01 = 1.902960000000000000e+05 @ -2.000000000000000000e+00
4.999999998608321561e-01 3.750000001848105557e-01 = 1.950960000000000000e+05 @ -2.000000000000000000e+00
1.666666662848055869e-01 6.249999999176969467e-01 = 1.960320000000000000e+05 @ -2.000000000000000000e+00
8.333333336437315220e-01 8.749999999172223264e-01 = 1.969680000000000000e+05 @ -2.000000000000000000e+00
1.661408006896432088e-01 8.774039214406285092e-01 = 1.979280000000000000e+05 @ -2.000000000000000000e+00
8.333335661153749019e-01 1.250000904749650199e-01 = 1.988400000000000000e+05 @ -2.000000000000000000e+00
