5.482864205476607466e+00 5.482864206397645823e+00 -7.708313735900814478e+00 = 1.054800000000000000e+04 @ 2.709093505572828235e+03
-7.083506406862802862e+00 5.482864208275028517e+00 -1.425128427064935144e+00 = 1.903200000000000000e+04 @ 2.709093505572828690e+03
-7.708313736527925286e+00 -8.003210993026492748e-01 -8.003210973453243060e-01 = 2.600400000000000000e+04 @ 2.709093505572827780e+03
5.482864205590213480e+00 5.482864206952314134e+00 -1.425128429394481255e+00 = 5.705200000000000000e+04 @ 2.709093505570804155e+03
5.482864206108732041e+00 -7.708313735752559737e+00 5.482864207353224550e+00 = 6.100000000000000000e+04 @ 2.709093505571257992e+03
-1.425128428602070896e+00 -8.003210998047267655e-01 -8.003210996615185424e-01 = 7.326400000000000000e+04 @ 2.709093505572827780e+03
-8.003211020626941341e-01 -8.003211010788590096e-01 -7.708313735783233867e+00 = 7.603600000000000000e+04 @ 2.709093505572827780e+03
5.482864205888402509e+00 -1.425128427835092193e+00 -8.003210994036513704e-01 = 8.452000000000000000e+04 @ 2.709093505541506602e+03
-7.083506407284388295e+00 -8.003210988983996410e-01 4.858056878598668860e+00 = 8.768400000000000000e+04 @ 2.709093505572828235e+03
5.482864206870791790e+00 5.482864209990409243e+00 4.858056879813827500e+00 = 9.585600000000000000e+04 @ 2.709093505572366666e+03
-8.003211011526319973e-01 4.858056875707231548e+00 -8.003211015251241456e-01 = 9.924400000000000000e+04 @ 2.709093505572827780e+03
4.858056876968413818e+00 5.482864206437920274e+00 -7.083506407678033412e+00 = 1.101360000000000000e+05 @ 2.709093505570624075e+03
5.482864207835454806e+00 -8.003211015591609190e-01 -7.708313737913061736e+00 = 1.198240000000000000e+05 @ 2.709093505572346203e+03
5.482864206118498451e+00 -1.425128428564762295e+00 -7.083506408933658349e+00 = 1.259840000000000000e+05 @ 2.709093505572827780e+03
-7.083506407578156860e+00 4.858056880566225644e+00 -7.083506407840801877e+00 = 1.494760000000000000e+05 @ 2.709093505572827780e+03
-7.083506406094007168e+00 -7.708313736231643176e+00 -8.003211010225647071e-01 = 1.522760000000000000e+05 @ 2.709093505572827780e+03
4.858056878514860344e+00 -8.003211002502071958e-01 -8.003210988012782190e-01 = 1.640320000000000000e+05 @ 2.709093505571655442e+03
-7.708313734520329419e+00 -8.003211018931478682e-01 5.482864207764734488e+00 = 1.691000000000000000e+05 @ 2.709093505566248496e+03
-7.083506409476308718e+00 -7.083506409211993926e+00 -1.425128428588208429e+00 = 1.804400000000000000e+05 @ 2.709093505572828235e+03
5.482864205972442839e+00 -7.708313732520165829e+00 -8.003210998959348066e-01 = 1.946920000000000000e+05 @ 2.709093505572827780e+03
-8.003210996086388418e-01 4.858056878254048527e+00 5.482864208963529329e+00 = 2.093080000000000000e+05 @ 2.709093505572828235e+03
-8.003210996385444753e-01 -1.425128428638424039e+00 5.482864207306247906e+00 = 2.139240000000000000e+05 @ 2.709093505572366212e+03
4.858057109179325650e+00 -8.003212948093517687e-01 5.482864578352234730e+00 = 2.194960000000000000e+05 @ 2.709093505572330741e+03
-8.003211523005977490e-01 4.858056874939831182e+00 -7.083506409645138113e+00 = 2.311720000000000000e+05 @ 2.709093505572828235e+03
