8.333333331679860789e-01 8.749999998812612034e-01 = 1.631710000000000000e+05 @ -2.000000000000000000e+00
8.333333333518603281e-01 6.250000000058840710e-01 = 1.744470000000000000e+05 @ -2.000000000000000000e+00
5.000000004337464832e-01 6.249999998297841586e-01 = 1.772560000000000000e+05 @ -2.000000000000000000e+00
8.333333331550863976e-01 3.749999999619175184e-01 = 1.828970000000000000e+05 @ -2.000000000000000000e+00
8.333333329482871532e-01 1.250000002199966875e-01 = 1.865700000000000000e+05 @ -2.000000000000000000e+00
1.666666661151346152e-01 8.749999997216080239e-01 = 1.887310000000000000e+05 @ -2.000000000000000000e+00
4.999999999040345422e-01 3.750000000508705855e-01 = 1.897640000000000000e+05 @ -2.000000000000000000e+00
1.666666664973084633e-01 6.250000000312011528e-01 = 1.924530000000000000e+05 @ -2.000000000000000000e+00
1.666666668320648803e-01 1.250000003948003591e-01 = 1.934860000000000000e+05 @ -2.000000000000000000e+00
5.000000000541784395e-01 8.750000002981880298e-01 = 1.943990000000000000e+05 @ -2.000000000000000000e+00
1.666666666610794600e-01 3.749999998615421437e-01 = 1.980240000000000000e+05 @ -2.000000000000000000e+00
5.000000005158583560e-01 1.249999998137890506e-01 = 1.988640000000000000e+05 @ -2.000000000000000000e+00
