-1.481471535704125486e+00 3.674022684630632085e+00 -4.858651020205173587e+00 -4.298668181131728439e+00 3.631186999490568112e+00 = 1.235070000000000000e+05 @ 0.000000000000000000e+00
-4.996950795959453351e-01 -4.012597081854438308e+00 -4.880896864800349455e+00 -1.010255538587451207e+00 -3.045735364824557312e+00 = 2.622910000000000000e+05 @ -1.656652824655962760e-04
-2.184984349934168346e+00 1.687053935389979387e+00 5.878628885694628936e-01 2.757353069356280884e+00 -2.859070221905474440e+00 = 2.622910000000000000e+05 @ -1.656640156328380059e-04
1.628760725020166611e-01 3.781509972313189749e+00 4.524272651955555169e+00 -1.389322813906102683e+00 -1.394078477107022485e+00 = 2.622910000000000000e+05 @ -1.656639834796666045e-04
4.141230739089889923e+00 2.476959091209065100e+00 2.669896862407891369e+00 -4.522564971710914428e+00 3.638964732989732553e+00 = 2.622910000000000000e+05 @ -1.656637757329612137e-04
4.141231607628882649e+00 2.476958262748874429e+00 2.669896818409724482e+00 -4.522564856592043547e+00 3.638964572238481576e+00 = 2.622910000000000000e+05 @ -1.656636568248431884e-04
4.141230884436685855e+00 2.476958708061201442e+00 2.669896773434249582e+00 -4.522564829126246799e+00 3.638964201188911396e+00 = 2.622910000000000000e+05 @ -1.656634492891422429e-04
4.141230818448019768e+00 2.476958425330347158e+00 2.669896644449466727e+00 -4.522564865485402485e+00 3.638964573447101447e+00 = 2.622910000000000000e+05 @ -1.656627206920749341e-04
4.141230643141459389e+00 2.476958336862650878e+00 2.669896567219138817e+00 -4.522564878785889420e+00 3.638964726588176823e+00 = 2.622910000000000000e+05 @ -1.656624597471462374e-04
4.141230382039387869e+00 2.476958368129504429e+00 2.669896687651778233e+00 -4.522564739335031447e+00 3.638964323996515482e+00 = 2.622910000000000000e+05 @ -1.656623962605817890e-04
4.141230829262701363e+00 2.476958074498404550e+00 2.669896893508476143e+00 -4.522564631561002635e+00 3.638964238189867473e+00 = 2.622910000000000000e+05 @ -1.656621955319120462e-04
4.141230519852886260e+00 2.476958505513011222e+00 2.669896781719660162e+00 -4.522564830880360098e+00 3.638964730942414239e+00 = 2.622910000000000000e+05 @ -1.656619781555519430e-04
4.141230503779890881e+00 2.476958150512919232e+00 2.669896843180437962e+00 -4.522564669122937531e+00 3.638964456870770192e+00 = 2.622910000000000000e+05 @ -1.656619038892334791e-04
4.141230970142025569e+00 2.476958493060281263e+00 2.669897158141368632e+00 -4.522564676250702576e+00 3.638964339020112959e+00 = 2.622910000000000000e+05 @ -1.656614189397222670e-04
4.141230559962747471e+00 2.476957806654146665e+00 2.669896770892954851e+00 -4.522564664229967946e+00 3.638964710496703781e+00 = 2.622910000000000000e+05 @ -1.656611066527296421e-04
4.141231180158931657e+00 2.476958550149506166e+00 2.669896967453639025e+00 -4.522564826066900245e+00 3.638964569895521084e+00 = 2.622910000000000000e+05 @ -1.656606920143593455e-04
4.141230760708824121e+00 2.476957781774884904e+00 2.669896885773419992e+00 -4.522564624832342339e+00 3.638964618247289451e+00 = 2.622910000000000000e+05 @ -1.656605093065018758e-04
4.141230950352897011e+00 2.476958724629719111e+00 2.669897183271693120e+00 -4.522564674426033271e+00 3.638964073179471903e+00 = 2.697800000000000000e+05 @ 0.000000000000000000e+00
4.141230931411615579e+00 2.476957720707801514e+00 2.669896905900955186e+00 -4.522564624886037166e+00 3.638964628476506036e+00 = 3.763510000000000000e+05 @ 0.000000000000000000e+00
4.141231393063244504e+00 2.476958588523643812e+00 2.669896823279036546e+00 -4.522564879841587171e+00 3.638964387679661794e+00 = 3.953600000000000000e+05 @ 0.000000000000000000e+00
-3.395113024278539005e+00 -3.317307198512358113e+00 2.346836071336786844e+00 2.062943749575582686e+00 4.371514709244133101e+00 = 3.974120000000000000e+05 @ 0.000000000000000000e+00
