2.193280051938423014e+00 7.706277253939719962e+00 4.111207149690047302e+00 3.988980000000000000e+05 1.000000000000000000e+00
7.706277256165315670e+00 4.111207138639993985e+00 7.706277248769363375e+00 3.980860000000000000e+05 1.000000000000000000e+00
1.170088788348183195e+00 4.111207142463192632e+00 6.242284326264100347e-01 3.970170000000000000e+05 1.000000000000000000e+00
4.111207148939905132e+00 1.170088785809835663e+00 7.706277257654829960e+00 3.960880000000000000e+05 1.000000000000000000e+00
7.706277253194186549e+00 2.193280050004436266e+00 7.706277264938999672e+00 3.944030000000000000e+05 1.000000000000000000e+00
4.111207149753962398e+00 2.193280052899209132e+00 7.706277261001758028e+00 3.935160000000000000e+05 1.000000000000000000e+00
1.170088786860669083e+00 7.706277244802468118e+00 7.706277260829725861e+00 3.926290000000000000e+05 1.000000000000000000e+00
7.706277262412970508e+00 1.170088787901614635e+00 2.193280051631450345e+00 3.915740000000000000e+05 1.000000000000000000e+00
7.706277250667508127e+00 7.706277252075197204e+00 4.111207148063014571e+00 3.907570000000000000e+05 1.000000000000000000e+00
7.708756211372605804e+00 1.169795341059496563e+00 7.712086577762563344e+00 3.891280000000000000e+05 9.999877632649657455e-01
7.706277264513622605e+00 3.330184356913971078e-01 7.706277257613026066e+00 3.881150000000000000e+05 1.000000000000000000e+00
4.111207139003814071e+00 4.111207141834911205e+00 7.706277253638710967e+00 3.872280000000000000e+05 1.000000000000000000e+00
4.111207139891601692e+00 7.706277252587227622e+00 4.111207146566551174e+00 3.864110000000000000e+05 1.000000000000000000e+00
2.193280048279273142e+00 4.111207140387507231e+00 7.706277260819703656e+00 3.855100000000000000e+05 1.000000000000000000e+00
2.193280053267150809e+00 4.111207138668516059e+00 2.193280048691292006e+00 3.846230000000000000e+05 1.000000000000000000e+00
4.111207148972806813e+00 7.706277259291484327e+00 7.706277244386416037e+00 3.837640000000000000e+05 1.000000000000000000e+00
2.194306633882827651e+00 6.242802494135352154e-01 7.696245004333577278e+00 3.824010000000000000e+05 9.999679531992697878e-01
4.111207148040464610e+00 1.170088787955396947e+00 2.193280053101853255e+00 3.814160000000000000e+05 1.000000000000000000e+00
7.518373652479251490e+00 6.238925789216821505e-01 2.205945465811498085e+00 3.784710000000000000e+05 9.893380782845091481e-01
4.111207138628715896e+00 2.193280048288891226e+00 2.193280048933511139e+00 3.775000000000000000e+05 1.000000000000000000e+00
2.193280046808959050e+00 4.111207144592583518e+00 4.111207142824344629e+00 3.710830000000000000e+05 1.000000000000000000e+00
4.111207148595414473e+00 2.193280054687124725e+00 4.111207143820069909e+00 3.702520000000000000e+05 1.000000000000000000e+00
4.089410234397165667e+00 2.190109306906402153e+00 6.242017590220703127e-01 3.679790000000000000e+05 9.994942128459431974e-01
7.706277257790492996e+00 4.111207143642752193e+00 2.193280050900255684e+00 3.661540000000000000e+05 1.000000000000000000e+00
2.193280051353463378e+00 7.706277251429848540e+00 7.706277256462814584e+00 3.652250000000000000e+05 1.000000000000000000e+00
2.193280049630358164e+00 7.706277258830267485e+00 2.193280051096734518e+00 3.631480000000000000e+05 1.000000000000000000e+00
7.706277266541285975e+00 7.706277263882127748e+00 7.706277266409084170e+00 3.624010000000000000e+05 1.000000000000000000e+00
7.706277266534377723e+00 7.706277258275863851e+00 1.170088786508482803e+00 3.595540000000000000e+05 1.000000000000000000e+00
7.706277265389235076e+00 4.111207136767573544e+00 4.111207142229324596e+00 3.578830000000000000e+05 1.000000000000000000e+00
1.170088787013361609e+00 2.193280047142415423e+00 4.111207141244229923e+00 3.567860000000000000e+05 1.000000000000000000e+00
4.111207140878768485e+00 7.706277260657659056e+00 2.193280053591288858e+00 3.540930000000000000e+05 1.000000000000000000e+00
7.706277260019208875e+00 2.193280050875358267e+00 6.242284346757068780e-01 3.502560000000000000e+05 1.000000000000000000e+00
7.706277258120630691e+00 1.170088786420082183e+00 4.111207141600276671e+00 3.493410000000000000e+05 1.000000000000000000e+00
4.111207148744260742e+00 4.111207144707655914e+00 4.111207149509677805e+00 3.484400000000000000e+05 1.000000000000000000e+00
7.706461408089483101e+00 6.242175931452552673e-01 7.706341208957928401e+00 3.477910000000000000e+05 9.999999843086344598e-01
7.706124123439479057e+00 4.110795400316177073e+00 1.170201770915283435e+00 3.473940000000000000e+05 9.999996708495935138e-01
7.706277257493170829e+00 2.193280048328750897e+00 1.170088786606049203e+00 3.464930000000000000e+05 1.000000000000000000e+00
7.706277249661408035e+00 2.193280048006259975e+00 4.111207137909412168e+00 3.445420000000000000e+05 1.000000000000000000e+00
1.206824906238745498e+00 2.155455652319727022e+00 7.777402459258499157e+00 3.435850000000000000e+05 9.777625632645583487e-01
2.141288901804621947e+00 1.148940878816699485e+00 7.389372114315001738e+00 3.428240000000000000e+05 9.559645792144604304e-01
4.084157887101872220e+00 7.745286165838360048e+00 1.227146607529259859e+00 3.418670000000000000e+05 9.617758301641511354e-01
4.176270039924258271e+00 3.338200404092319662e-01 6.206413919023880954e-01 3.385020000000000000e+05 9.952496150057725810e-01
7.667942243430974081e+00 7.722092960636993020e+00 2.183391748931713394e+00 3.378110000000000000e+05 9.991752957259136814e-01
4.111207147124416039e+00 4.111207139688082712e+00 1.170088788859005913e+00 3.346420000000000000e+05 1.000000000000000000e+00
3.328632425372730075e-01 6.289894840451999425e-01 1.164921954467088794e+00 3.233010000000000000e+05 9.987082716297508433e-01
4.111207144462599494e+00 4.111207135516176336e+00 2.193280049927558650e+00 3.211540000000000000e+05 1.000000000000000000e+00
6.242284328353192580e-01 2.193280051196192293e+00 2.193280050244198698e+00 3.194690000000000000e+05 1.000000000000000000e+00
2.193708055380517941e+00 3.327264923168305466e-01 4.149891580257507151e+00 3.072000000000000000e+05 9.985257326643148801e-01
2.193280049463193659e+00 7.706277264180585007e+00 6.242284333028181864e-01 3.062990000000000000e+05 1.000000000000000000e+00
1.170088787395489049e+00 4.111207144811523051e+00 1.170088787961713450e+00 3.027800000000000000e+05 1.000000000000000000e+00
2.193280052509652300e+00 4.111207138100717806e+00 1.170088786562307526e+00 3.018230000000000000e+05 1.000000000000000000e+00
1.170088786448892471e+00 4.111207143725332358e+00 7.706277262435735409e+00 3.007960000000000000e+05 1.000000000000000000e+00
1.170088786133881120e+00 4.111207143789394891e+00 2.193280051054970592e+00 2.961850000000000000e+05 1.000000000000000000e+00
2.181602747456809155e+00 2.197469811203282664e+00 2.194859885766864416e+00 2.954940000000000000e+05 9.994558039343648392e-01
2.193308842416124893e+00 2.193330917365022170e+00 7.706090704413839809e+00 2.874850000000000000e+05 9.999999783964882427e-01
2.193280052104037203e+00 2.193280047568389790e+00 4.111207145848100986e+00 2.862060000000000000e+05 1.000000000000000000e+00
4.111207143018678067e+00 7.706277266207176346e+00 6.242284335320255062e-01 2.844090000000000000e+05 1.000000000000000000e+00
6.242284342234623029e-01 7.706277254737940119e+00 4.111207140840901886e+00 2.807090000000000000e+05 1.000000000000000000e+00
7.706277256181864210e+00 6.242284334295128412e-01 4.111207143639654227e+00 2.794160000000000000e+05 1.000000000000000000e+00
7.680229384577689444e+00 1.169815930988657326e+00 1.169483909043399494e+00 2.760510000000000000e+05 9.998035935996627543e-01
6.242284330897910349e-01 7.706277260979906174e+00 2.193280049182637637e+00 2.677020000000000000e+05 1.000000000000000000e+00
1.170088787601722524e+00 7.706277251429863639e+00 1.170088787814011155e+00 2.654150000000000000e+05 1.000000000000000000e+00
