4.141256932278395197e+00 2.477011815491473534e+00 1.992840000000000000e+05 0.000000000000000000e+00
-1.561544695858144705e+00 4.400020671773399172e+00 1.987200000000000000e+05 -1.051707394774214165e-20
1.757743591121559534e+00 1.595737254641194536e+00 1.975630000000000000e+05 -8.387320001276981982e-19
-3.395113027329732969e+00 -3.317307191109081899e+00 1.930580000000000000e+05 0.000000000000000000e+00
-4.996950653825704691e-01 -4.012597084801947211e+00 1.889250000000000000e+05 0.000000000000000000e+00
-2.184984351133756775e+00 1.687053938818970478e+00 1.823080000000000000e+05 0.000000000000000000e+00
-4.996950489719732547e-01 -4.012597202210770320e+00 8.496700000000000000e+04 -3.296984006272343781e-02
-4.996951981034286616e-01 -4.012597121507390341e+00 8.496700000000000000e+04 -4.165185529774345641e-02
-4.996948630928819690e-01 -4.012597131786007409e+00 8.496700000000000000e+04 -5.054968131505437751e-02
-4.996948649927720476e-01 -4.012597259266457606e+00 8.496700000000000000e+04 -6.538469362574650390e-02
-4.996951213757611643e-01 -4.012596953743114980e+00 3.902400000000000000e+04 -4.083653640077603703e-02
-4.996949443103949617e-01 -4.012597385004010420e+00 3.902400000000000000e+04 -8.483414897478472327e-02
