8.333333335778476680e-01 8.749999999444768584e-01 1.992240000000000000e+05 -2.000000000000000000e+00
8.333333330244665493e-01 6.250000000176526571e-01 1.985520000000000000e+05 -2.000000000000000000e+00
4.999999996999875962e-01 3.750000000240050202e-01 1.978510000000000000e+05 -2.000000000000000000e+00
1.666666667566146787e-01 6.249999998940597434e-01 1.965020000000000000e+05 -2.000000000000000000e+00
4.999999998326378758e-01 8.750000001370231706e-01 1.957650000000000000e+05 -2.000000000000000000e+00
8.333333334185621943e-01 3.750000001380139891e-01 1.951000000000000000e+05 -2.000000000000000000e+00
4.999999989562970981e-01 1.250000008580805511e-01 1.937630000000000000e+05 -2.000000000000003553e+00
1.666666667326935081e-01 8.749999998645171528e-01 1.908780000000000000e+05 -2.000000000000000000e+00
5.000000003360107748e-01 6.249999998987681993e-01 1.875970000000000000e+05 -2.000000000000000000e+00
1.666666663041808660e-01 1.250000001650272696e-01 1.846640000000000000e+05 -2.000000000000000000e+00
8.333333335856388802e-01 1.249999996796455903e-01 1.798470000000000000e+05 -2.000000000000000000e+00
1.666663275826973656e-01 3.750007026784537012e-01 1.640580000000000000e+05 -2.000000001587313392e+00
