4.111207147975727061e+00 7.706277253881426148e+00 1.993440000000000000e+05 1.000000000000000000e+00
7.706277252790019183e+00 4.111207142563157113e+00 1.987800000000000000e+05 1.000000000000000000e+00
2.193280050264122316e+00 7.706277251695222041e+00 1.977670000000000000e+05 1.000000000000000000e+00
4.111207139866988491e+00 4.111207144819499781e+00 1.971980000000000000e+05 1.000000000000000000e+00
7.706277252667322664e+00 7.706277257533340475e+00 1.966410000000000000e+05 1.000000000000000000e+00
1.170088786939085912e+00 7.706277255267512949e+00 1.960840000000000000e+05 1.000000000000000000e+00
2.193280053201508206e+00 4.111207143980754708e+00 1.944110000000000000e+05 1.000000000000000000e+00
7.706277244952356220e+00 2.193280052618815645e+00 1.916820000000000000e+05 1.000000000000000000e+00
4.111207135683879521e+00 2.193280048662409776e+00 1.911490000000000000e+05 1.000000000000000000e+00
2.193280052637658795e+00 2.193280050117571101e+00 1.817400000000000000e+05 1.000000000000000000e+00
7.706277270072020791e+00 6.242284339574577512e-01 1.811110000000000000e+05 1.000000000000000000e+00
7.706277254791038978e+00 1.170088787954201459e+00 1.804580000000000000e+05 1.000000000000000000e+00
1.170088786804152736e+00 1.170088786620230525e+00 1.752090000000000000e+05 1.000000000000000000e+00
2.193280051979181078e+00 1.170088788261217649e+00 1.719160000000000000e+05 1.000000000000000000e+00
1.170219401126682879e+00 6.243784166320802687e-01 1.698030000000000000e+05 9.999982456324245650e-01
1.170088787495876748e+00 2.193280049335389226e+00 1.677220000000000000e+05 1.000000000000000000e+00
6.294818390017534737e-01 6.173773255997992981e-01 1.542450000000000000e+05 9.952034160605527369e-01
4.111207150122639931e+00 1.170088788546899350e+00 1.465480000000000000e+05 1.000000000000000000e+00
1.170088787574597999e+00 4.111207147824514685e+00 1.440750000000000000e+05 1.000000000000000000e+00
6.242284330702815298e-01 7.706277245391357944e+00 1.355380000000000000e+05 1.000000000000000000e+00
2.193280048443919661e+00 6.242284340073601667e-01 1.233090000000000000e+05 1.000000000000000000e+00
2.312232189054798770e+00 3.444160418090547182e-01 1.174520000000000000e+05 9.038238044770539048e-01
6.234101958683145872e-01 4.110452582242476005e+00 1.153950000000000000e+05 9.999561471124738254e-01
6.242284342284444287e-01 1.170088787027501409e+00 1.123540000000000000e+05 1.000000000000000000e+00
4.111207145124401663e+00 6.242284328806115834e-01 9.573300000000000000e+04 1.000000000000000000e+00
3.329462705009011425e-01 4.139254472288063980e+00 8.846000000000000000e+04 9.988436114286800560e-01
6.372569194328780995e-01 2.199094491297838516e+00 8.791500000000000000e+04 9.891953570189822020e-01
3.330184353873004155e-01 2.193280051767916738e+00 2.335400000000000000e+04 1.000000000000000000e+00
7.706277253954766593e+00 3.330184354471373842e-01 1.931700000000000000e+04 1.000000000000000000e+00
