4.141256929526821118e+00 2.477011816554169243e+00 2.669820138758810302e+00 -4.522347956951694670e+00 3.639003835386493080e+00 1.853559793203859662e+00 -4.341979575354438126e+00 6.109914541080981865e-01 4.009883364297816222e+00 -3.297228329672761138e+00 3.893280000000000000e+05 0.000000000000000000e+00
-1.561544700090057525e+00 4.400020646837269567e+00 3.285294864396895775e+00 -2.132746354336682693e+00 -3.676140711196592026e+00 2.156310386520827294e+00 1.185181306993335459e+00 7.463559992476929972e-02 -1.570050324984384238e+00 2.519245396910968271e+00 3.861600000000000000e+05 0.000000000000000000e+00
-3.395113022016736259e+00 -3.317307200526700584e+00 2.346836081868271862e+00 2.062943745694528985e+00 4.371514714892131614e+00 3.119865149623637812e+00 5.439719863591516713e-01 -4.743713116630209115e+00 3.612208825950961710e+00 2.474375833106274847e+00 3.795110000000000000e+05 0.000000000000000000e+00
1.757743556908514249e+00 1.595737240257366407e+00 -4.308931290136460923e+00 -2.485058313800150742e+00 3.613715811677599143e-01 -6.325955391049832566e-02 4.342311910516701623e+00 1.897810741083639119e+00 -2.231270034216576548e+00 -2.156429138008844504e+00 3.593980000000000000e+05 0.000000000000000000e+00
-1.561544749455040293e+00 4.400020658522853623e+00 3.285294864513204516e+00 -2.132746361489735065e+00 -3.676140702789313597e+00 2.156310452267259592e+00 1.185181234434298903e+00 7.463561603373815301e-02 -1.570050322171152812e+00 2.519245367036191841e+00 3.490970000000000000e+05 -1.557208375915955365e-12
-1.561544685566728319e+00 4.400020725474605321e+00 3.285294895818653416e+00 -2.132746372215570396e+00 -3.676140698549567265e+00 2.156310414096779038e+00 1.185181259429454403e+00 7.463559310575738903e-02 -1.570050310228970458e+00 2.519245393985355186e+00 3.090990000000000000e+05 -1.557234669269124990e-12
-1.561544727600641780e+00 4.400020631863262643e+00 3.285294835082434695e+00 -2.132746390103548606e+00 -3.676140729162866716e+00 2.156310387052451372e+00 1.185181264669481260e+00 7.463567009427649057e-02 -1.570050324617827453e+00 2.519245420096777544e+00 3.017280000000000000e+05 -1.557205199304828044e-12
-1.561544754821667880e+00 4.400020663241875241e+00 3.285294924487541124e+00 -2.132746340900224080e+00 -3.676140681244528530e+00 2.156310391938462079e+00 1.185181284332709861e+00 7.463564718921372743e-02 -1.570050321186167386e+00 2.519245442647537914e+00 -4.000000000000000000e+00 -1.557229193752520678e-12
-1.561544699564914485e+00 4.400020661400022348e+00 3.285294867294664023e+00 -2.132746352123572997e+00 -3.676140622440132066e+00 2.156310390200904870e+00 1.185181266495239027e+00 7.463563564707488551e-02 -1.570050298399847666e+00 2.519245391091802677e+00 -4.000000000000000000e+00 -1.557235594798836964e-12
-1.561544694544298562e+00 4.400020678782362360e+00 3.285294874891587114e+00 -2.132746320458368761e+00 -3.676140661132137222e+00 2.156310483848878690e+00 1.185181245390053650e+00 7.463564566096496378e-02 -1.570050300290669387e+00 2.519245437961996625e+00 -4.000000000000000000e+00 -3.114454187165621442e-12
