-1.481471535916035753e+00 3.674022685115043707e+00 1.992120000000000000e+05 -1.285641369914216772e-20
1.628760722441693065e-01 3.781509972556333921e+00 1.985760000000000000e+05 -4.530539263241975143e-23
4.141256931573773059e+00 2.477011809265424525e+00 1.972390000000000000e+05 0.000000000000000000e+00
-2.184984351133753666e+00 1.687053938818963816e+00 1.936700000000000000e+05 0.000000000000000000e+00
-3.395113020721600261e+00 -3.317307196918430012e+00 1.890690000000000000e+05 0.000000000000000000e+00
-4.996950646301007160e-01 -4.012597086800812285e+00 1.744400000000000000e+05 -1.230920189083879127e-03
1.757743591121601945e+00 1.595737255229825013e+00 1.659150000000000000e+05 0.000000000000000000e+00
-2.184984326961019629e+00 1.687054077323581591e+00 1.437420000000000000e+05 -2.175842737946417221e-02
-2.184984483171433567e+00 1.687054039696009200e+00 1.437420000000000000e+05 -3.155205220780688685e-02
-4.996948264209340462e-01 -4.012597511809736339e+00 1.373200000000000000e+05 -5.505384548248578452e-02
-4.996948469820030048e-01 -4.012598508094391114e+00 1.373200000000000000e+05 -8.162987768346188777e-02
-4.996965403649296644e-01 -4.012597248304984099e+00 1.373200000000000000e+05 -8.218871975835950749e-02
-4.996938923966587898e-01 -4.012597349346380682e+00 1.373200000000000000e+05 -9.406900061898577914e-02
-4.996948406955803446e-01 -4.012598304346647105e+00 1.197740000000000000e+05 -8.745517969016446125e-02
-2.184984741199333946e+00 1.687054103137579419e+00 1.058080000000000000e+05 -5.013075055418670517e-02
-2.184984144125206029e+00 1.687054026180594413e+00 6.838700000000000000e+04 -2.975644650530635468e-02
-2.184984570565148942e+00 1.687054179747150329e+00 6.838700000000000000e+04 -3.821067850059674947e-02
-2.184983841234250601e+00 1.687054012881355813e+00 6.838700000000000000e+04 -4.479381434662359912e-02
-4.996950157914223367e-01 -4.012597247035128767e+00 1.235500000000000000e+04 -2.414727579856535203e-02
-4.996952946853516764e-01 -4.012597245839609528e+00 1.235500000000000000e+04 -3.278362660361365533e-02
-4.996953489044316243e-01 -4.012597142954357210e+00 1.235500000000000000e+04 -3.565599672830860323e-02
-4.996946843944622407e-01 -4.012597250410996352e+00 1.235500000000000000e+04 -5.206666428416318465e-02
-4.996945915052606324e-01 -4.012596612407595131e+00 1.235500000000000000e+04 -6.106342261036277336e-02
