4.141256934890630070e+00 2.477011819605046572e+00 2.669820116724118009e+00 -4.522347943286772143e+00 3.639003832780054015e+00 1.853559777084831772e+00 -4.341979571604611898e+00 6.109914437073927784e-01 4.009883346902741508e+00 -3.297228332823813002e+00 3.962580000000000000e+05 0.000000000000000000e+00
-1.561544725805924516e+00 4.400020682827803675e+00 3.285294874674090870e+00 -2.132746345784826136e+00 -3.676140689080585222e+00 2.156310417396121171e+00 1.185181312287225008e+00 7.463560773878720467e-02 -1.570050309863725735e+00 2.519245384782344832e+00 3.930460000000000000e+05 0.000000000000000000e+00
-1.561544734324342265e+00 4.400020667947658559e+00 3.285294833417051752e+00 -2.132746330250429256e+00 -3.676140676855169431e+00 2.156310414107043272e+00 1.185181232357809034e+00 7.463563168215739396e-02 -1.570050319357859214e+00 2.519245359700839959e+00 3.864630000000000000e+05 -1.557211116835716276e-12
-3.395113026383652866e+00 -3.317307202836883295e+00 2.346836070762725601e+00 2.062943738341868283e+00 4.371514711892107385e+00 3.119865154852969447e+00 5.439719876311175373e-01 -4.743713130382544385e+00 3.612208829715533476e+00 2.474375822061931629e+00 3.796400000000000000e+05 0.000000000000000000e+00
-1.561544635617549970e+00 4.400020695508332302e+00 3.285294825492821591e+00 -2.132746372784643629e+00 -3.676140682345585553e+00 2.156310386175497307e+00 1.185181265583231891e+00 7.463555754792065844e-02 -1.570050360388735466e+00 2.519245405998116194e+00 3.726390000000000000e+05 -1.557248363109343646e-12
-1.561544722584031542e+00 4.400020678170493582e+00 3.285294857452386807e+00 -2.132746412698298677e+00 -3.676140762524659156e+00 2.156310342686223347e+00 1.185181324106188816e+00 7.463562823283832748e-02 -1.570050324346404791e+00 2.519245418480238641e+00 3.223010000000000000e+05 -1.557223806745818520e-12
-1.561544684896489121e+00 4.400020623276574838e+00 3.285294922654825367e+00 -2.132746307481756531e+00 -3.676140720119312810e+00 2.156310426289023585e+00 1.185181332848865843e+00 7.463557698695250098e-02 -1.570050331004359867e+00 2.519245373989987602e+00 3.120250000000000000e+05 -1.557248211467244236e-12
-1.561544716627245144e+00 4.400020643268231169e+00 3.285294851103955693e+00 -2.132746369225740235e+00 -3.676140719333506279e+00 2.156310383395422914e+00 1.185181232316861122e+00 7.463561298072100836e-02 -1.570050386446054436e+00 2.519245392328605337e+00 2.812890000000000000e+05 -1.557209438897746478e-12
1.757743580606489830e+00 1.595737259974881583e+00 -4.308931300427614630e+00 -2.485058308491767232e+00 3.613716031653896321e-01 -6.325956226893197920e-02 4.342311953340646014e+00 1.897810733229616798e+00 -2.231270014241182764e+00 -2.156429139057580269e+00 2.747940000000000000e+05 0.000000000000000000e+00
-1.561544716529677634e+00 4.400020637240697141e+00 3.285294846204278585e+00 -2.132746407748964401e+00 -3.676140705723938584e+00 2.156310391044739205e+00 1.185181256642436898e+00 7.463566868725858561e-02 -1.570050328634699621e+00 2.519245427301848306e+00 1.585190000000000000e+05 -1.557210033705313390e-12
-1.561544681934103229e+00 4.400020674718256863e+00 3.285294881458193483e+00 -2.132746337501139955e+00 -3.676140729620033909e+00 2.156310363664672103e+00 1.185181273271611158e+00 7.463559827083869613e-02 -1.570050336692455417e+00 2.519245432077976243e+00 3.100200000000000000e+04 0.000000000000000000e+00
