4.111207142323656 7.70627725544776 7.706277261833629 = 1.0 @ 398954.0 94.29931640625 1
2.193280050360528 4.111207143103793 7.7062772463641815 = 1.0 @ 398114.0 192.798583984375 1
1.1700887882622704 7.706277253325132 7.706277248182963 = 1.0 @ 397087.0 306.09228515625 1
4.111207147062634 1.17008878610539 7.706277261243949 = 1.0 @ 396172.0 408.349609375 1
4.11120714710071 1.17008878602472 4.111207149883528 = 1.0 @ 395369.0 498.01611328125 1
4.111207143200901 2.1932800499143243 7.706277245262102 = 1.0 @ 394496.0 595.246337890625 1
7.70627725039082 7.7062772530907875 4.111207144746403 = 1.0 @ 393609.0 694.82373046875 1
1.1700827672876362 2.1936828690592143 7.681739545203645 = 0.9998299352300446 @ 390902.0 999.725830078125 1
7.706277252187296 7.706277253244742 7.7062772571464535 = 1.0 @ 389987.0 1104.885986328125 1
4.111207144776841 2.1932800516215623 4.111207143522376 = 1.0 @ 388260.0 1298.844970703125 1
4.111207143728949 4.111207144279323 7.706277253541562 = 1.0 @ 387401.0 1399.1728515625 1
7.706277256760573 2.1932800507244283 2.193280049121254 = 1.0 @ 386500.0 1498.47216796875 1
7.706277258972811 4.111207150179521 2.1932800567634434 = 0.9999999999999998 @ 385585.0 1600.50830078125 1
2.19327886954486 7.706282748943672 7.706266874876863 = 0.9999999999564528 @ 384614.0 1709.578857421875 1
1.1695584108205193 7.681592171465899 1.1687830753717652 = 0.9998042493815502 @ 382117.0 1988.83837890625 1
7.656806395612607 1.171653143936914 7.684996983298282 = 0.999151774015451 @ 379690.0 2263.196533203125 1
7.706277253009196 7.706277242800605 2.193280051154783 = 1.0 @ 378859.0 2356.833740234375 1
7.706277247142889 4.111207145762364 7.706277243781449 = 1.0 @ 378070.0 2444.58642578125 1
1.1700887885926845 7.706277254921318 4.111207141366344 = 1.0 @ 376035.0 2675.85400390625 1
2.19328004792334 1.1700887869296988 7.706277258645589 = 1.0 @ 374168.0 2885.29248046875 1
0.6242284340042431 1.170088789015775 2.193280054296392 = 1.0 @ 371251.0 3210.258056640625 1
7.71522673729744 7.692834498076248 0.3329688310224008 = 0.9999263763142827 @ 368824.0 3483.94970703125 1
1.1701016363610086 1.1701099657357132 7.706446668878127 = 0.9999999844758518 @ 363163.0 4123.197509765625 1
7.706277268459109 2.1932800503647774 4.11120714455343 = 1.0 @ 362220.0 4229.12548828125 1
7.70627726454606 4.11120714298414 0.6242284325628837 = 1.0 @ 355229.0 5019.099853515625 1
